sample	P103_S145	P104_S151	P105_S104	P108_S112	P13_S98	P24_S106	P26_S114	P29_S121	P30_S128	P32_S134	P36_S140	P37_S146	P39_S99	P41_S107	P45_S115	P46_S122	P49_S129	P52_S135	P53_S141	P54_S147	P55_S100	P57_S108	P58_S116	P59_S123	P61_S130	P62_S136	P64_S142	P65_S148	P67_S101	P68_S109	P69_S117	P70_S124	P73_S131	P74_S137	P75_S143	P79_S149	P80_S102	P81_S110	P82_S118	P84_S125	P85_S132	P86_S138	P87_S144	P89_S150	P90_S103	P91_S111	P92_S119	P93_S126	P95_S133	P96_S139	Fx101_S42	Fx102_S54	Fx103_S65	Fx104_S76	Fx105_S87	Fx106_S10	Fx108_S21	Fx109_S32	Fx110_S43	Fx111_S55	Fx112_S66	Fx113_S77	Fx115_S88	Fx116_S11	Fx117_S22	Fx118_S33	Fx119_S90	FxR27_S44	FxR30_S67	FxR31_S78	FxR32_S89	FxR34_S12	FxR35_S23	FxR36_S34	FxR37_S45	FxR38_S56	FxR40_S68	FxR41_S79
g__OTU_823	0	0.00304799061218891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.366628830874	0	0.00630467333911262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0133355963436219	0	0	0	0	0	0	0	0.0077121813905063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_826	0.0575900267624242	0	0	0	0.0553590650469014	0.162350212601469	0	0	0	0	0	0	0	0	0	0.0165056119080487	0.0342705586101053	0	0	0.0207956744997041	0.0158079856674263	0.0546667738564193	0	0.0165739315733396	0.020610907292139	0	0	0	0.0303081735082317	0.0499559212459594	0.0227014755959137	0.0112032265292404	0	0	0.00634195839675292	0	0.0192804534762658	0.077057701851997	0	0.0365957792867889	0.0339829494245061	0	0	0	0.0494700706072826	0	0.0209113151126074	0	0.0255419686472335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161821025945304	0.011062471356101	0.0339783557873634	0	0.0238984965673069	0	0	0.0428908428050611	0.0112521801098963	0	0	0	0	0	0
g__OTU_827	0	0	0	0	0	0	0	0	0.045948600944323	0	0	0	0	0.0226543326411176	0	0	0	0	0	0	0	0	0	0	0	0	0.0149633398174473	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00591007816078368	0	0	0	0	0	0.0271847096463897	0	0	0	0.0114904793171372	0	0	0	0	0	0	0	0.0477470911969442	0	0	0	0	0	0	0	0	0	0	0	0.0107227107012653	0	0	0	0	0	0	0.00289540354686934
g__OTU_828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.456244025375858	0	0	0	0.0581362639011308	0	0	0	0	0	0
g__OTU_829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00688136526286815	0	0	0	0.0144706166090522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120489186095548	0	0	0	0	0	0	0	0	0	0.0468840837912346	0	0	0	0	0	0
g__OTU_830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0385883109574725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00892447345606609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_831	0	0	0	0.0207127627170271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_834	0	0	0.0181963243424828	0	0	0	0.048249740657644	0	0.0174287796685363	0	0.0343296562457088	0	0	0	0	0	0.204133327373236	0	0.0370782350760104	0	0	0.056274620146314	0	0	0	0	0	0	0	0	0.0272417707150965	0	0	0	0	0	0.0308487255620252	0.020897003892067	0	0	0.0221627931029388	0	0	0.0149783562751824	0.0254845818279941	0.0250851575083837	0	0.0245676771261277	0.0127709843236167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_836	0	0	0	0	0	0	0	0	0.0142599106378933	0	0	0	0	0	0	0	0	0	0.00967258306330706	0	0	0	0	0	0	0	0.00816182171860759	0	0	0	0	0	0.0141855150130034	0	0	0	0.0102829085206751	0	0	0	0	0	0	0	0	0	0.0104556575563037	0	0	0.00625361537138658	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00899005699696136	0	0	0	0	0	0	0	0	0.00471512770137525	0	0	0	0	0
g__OTU_837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00591007816078368	0	0	0	0	0	0	0	0	0	0	0.00456704420898794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_838	0	0	0	0	0	0.00154619250096637	0	0	0	0.00546577513801082	0	0	0	0	0.0116601758354516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00261212548650837	0	0	0.017730234482351	0	0	0	0	0	0.00627339453378223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0953615543933366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.07564241766196
g__OTU_84	0	0	0	0.047517514468474	0	0	0.024124870328822	0	0	0	0	0	0	0	0	0.16055458856011	0	0	0	0	0	0	0	0	0	0	0.03944880497327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0143673573640688	0	0	0.00608939227865059	0.313072693952352	0.00724847781965787	0	0	0	0	0	0.0145637254009576	0	0	0	0	0	0	0	0.04127922134353	0	0	0.669403510921846	0	0.0612966601178782	0	0	0	0	0
g__OTU_840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00613058138346787	0	0	0	0	0	0	0	0.00930650990367762	0	0	0	0.00640027307831801	0.00869036238811158	0	0	0	0	0	0	0	0	0	0
g__OTU_841	0	0	0	0	0	0	0	0	0	0.0309727257820613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0593736084310524	0	0	0	0	0.0125467890675645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00620433993578508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0206852735627429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_844	0	0	0	0	0	0.0309238500193274	0	0	0.0174287796685363	0	0	0.0655136268343816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0295633619969409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337647720877884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.010794939332441	0	0	0	0.00728186270047878	0	0	0	0	0.00632141220348626	0	0	0	0	0	0.0137863423301982	0	0	0	0.00340303891374998	0	0	0
g__OTU_846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036369808209878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00426684871887867	0	0	0	0	0	0	0	0	0	0	0
g__OTU_850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_851	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00377572210685294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00385609069525315	0	0	0	0	0	0	0	0	0	0.00418226302252149	0	0	0	0	0	0	0.0054363583647434	0.00613058138346787	0	0	0	0.0100520191993567	0	0	0.0120489186095548	0.00775542491973135	0	0	0	0	0.0282436777613626	0	0	0	0.00375072670329876	0	0	0	0	0	0
g__OTU_852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00630467333911262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0131275434615457	0	0	0	0	0	0
g__OTU_853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.211184730215537	0	0	0.0241176943484203	0	0	0.122291383266691	0	0.0380885013535021	0	0	0	0	0	0.0520135550476791	0	0	0	0	0	0	0	0.0147751954019592	0	0.0165740221326942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00937681675824691	0	0	0	0	0	0
g__OTU_854	0	0	0	0	0	0	0.048249740657644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0546667738564193	0	0	0.0604586613902744	0	0	0	0	0.0323244196297385	0.0817253121452894	0	0	0	0	0	0	0	0	0	0.0206852735627429	0	0	0	0	0	0	0	0.0462948181731107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_855	0	0.496822469786793	0	0	0	0.3494395052184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137002542451028	0.0112549240292628	0	0	0	0	0.0149633398174473	0	0.778313895691391	0	0.395005675368899	0.201658077526328	0.118212625108362	0	0	0	1.00643967146107	0	0	0	0.0147751954019592	0	0	0	0	0.245570489292599	0	0	4.18249736598448	0	0	0.0319693094629156	0	0.00906059727457234	1.64912639215286	0	0	0	0	0	0	0	1.61778163825596	0.0161821025945304	0	0.0662577937853587	0.00640027307831801	0.00651777179108369	0	0	0	0	0	0.104452278365322	0.578516615337496	0	0	0
g__OTU_856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0277990131350337	0	0	0	0.00451222813825467	0	0	0	0	0	0	0.0195533153732511	0	0	0.00306363162893294	0	0	0	0	0.0065599580162687	0	0.00289540354686934
g__OTU_857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00395199641685658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295503908039184	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183917441504036	0	0	0	0	0	0	0	0.0108575948876239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_859	0	0	0	0	0.0384437951714593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0045815516188149	0.00724847781965787	0	0	0	0	0	0.00364093135023939	0	0.0060244593047774	0	0	0	0.0118924245255772	0	0	0.00357724158901071	0.0190614158819717	0	0	0	0.0282891587239413	0.00510455837062497	0	0.00550398121307746	0.0231632283749548
g__OTU_860	0	0	0	0.0146207736826074	0	0	0	0	0	0	0	0	0	0.0239129066767353	0.0116601758354516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0661990700606825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031434184675835	0	0	0	0	0
g__OTU_861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_862	0	0	0	0	0.834999231124097	0	0	0	0	0	0	0.0969601677148847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00886511724117551	0	0	0	0	0	0.0669162083603438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_863	0	0	0	0.168138897349985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0350100829038763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00656598818122127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0816729339299995	0	0	0
g__OTU_865	0.0135505945323351	0	0.151169463768319	0	0.00922651084115024	0	0	0	0.0380264283677156	0	0	0.0235849056603774	0	0	0	0	0.408266654746472	0	0.0177330689493963	0.012797338153664	0.0592799462528487	0.0241176943484203	0.00533589456272344	0	0.190994407573821	0	0	0	0.0278835196275732	0.191007934175727	0.018161180476731	0	0.233272913547167	0	0	0	0.0141389992159282	0	0.0172596592450132	0.0203309884926605	0	0.0346346049181139	0	0	0.0044972791461166	0	0	0.0068243547572577	0	0.0109438268999265	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0107880683963536	0.0173838835595872	0.00849458894684086	0	0	0	0	0	0.00937681675824691	0	0	0	0.00819994752033587	0.0220159248523098	0.660152008686211
g__OTU_866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0690073398716045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0525101738461827	0	0	0.0595531809906246	0	0	0
g__OTU_867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00868719160469803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00803923144947343	0	0	0	0	0	0	0	0	0	0.0644185525431324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_872	0	0	0	0	0.00922651084115024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017631501616221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_873	0	0	0.00699858628557032	0	0.0415192987851761	0	0.0265373573617042	0	0	0	0	0	0	0.0125857403561765	0	0	0	0.0154830718414533	0	0.0175963399612881	0	0.0385883109574725	0.0124504206463547	0	0	0.0175205501452746	0.0380885013535021	0	0.0145479232839512	0.0220393770202762	0.0113507377979569	0	0	0	0	0.017579467182331	0	0	0	0.00542159693137614	0	0.011544868306038	0	0	0.0569655358508103	0.0132027144780967	0	0	0.0111746112831647	0.0297046730140863	0.0114904793171372	0	0	0	0	0	0	0.0199862317070463	0.0075390143995175	0	0	0.0060244593047774	0	0.0161821025945304	0	0	0	0	0	0	0	0	0.0518664047151277	0	0	0.0541196536342167	0.00733864161743661	0
g__OTU_874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_875	0	0	0	0	0.0138397662617254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0163236434372152	0	0.0606163470164634	0	0	0.0196056464261707	0	0	0.0665905631659056	0	0	0	0	0	0	0	0	0	0	0	0.123376759164384	0.00545948380580616	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140570717111473	0	0	0	0	0	0.0282436777613626	0	0	0	0.0150029068131951	0	0	0.0136121556549999	0	0	0
g__OTU_876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0412579937362865	0	0	0.0374334280512497	0	0	0
g__OTU_878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0161821025945304	0	0	0	0	0	0	0	0.00562609005494815	0	0	0	0	0	0
g__OTU_879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204313280363224	0	0.870044920797541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.412579937362864	0	0	0	0	0	0
g__OTU_88	0	0	0	0.114529393847091	0	0.0386548125241593	0	0.00925854486536533	0	0	0	0.0314465408805031	0	0.00881001824932352	0	0.0105035712142128	0	0.00344068263143408	0.18700327255727	0	0.0671839390865619	0.0836080070745237	0	0	0.300919246465229	0	0.0925006461442194	0	0	0.0323244196297385	0.0658342792281498	0.0966278288146986	0.0803845850736859	0	0	0	0.137533901464029	0.0666091999059635	0	0	0.0650108597686204	0	0.0433474425008924	0	0.0254845818279941	0.126746058989728	0.0230024466238682	0	0.0766259059417005	0	0	0	0	0.00724847781965787	0	0	0	0	0	0	0	0	0	0.0629303989787295	0	0	0	0	0	0	0	0	0	0.00435217826522174	0.00680607782749996	0	0	0.0361925443358668
g__OTU_880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00680151809883966	0	0.00848628858230488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.510558790301556	0	0	0	0	0	0	0	0	0	0
g__OTU_881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0150029068131951	0	0	0	0	0	0
g__OTU_882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__OTU_883	0	0	0	0	0	0.0974101275608813	0	0	0.0110910416072504	0	0	0	0	0.00755144421370587	0	0	0	0	0.0177330689493963	0	0.0105386571116176	0.0385883109574725	0.0124504206463547	0	0.0054962419445704	0.0233607335270327	0	0	0.00606163470164634	0	0.0158910329171396	0	0.00945701000866893	0	0	0	0.0154243627810126	0	0	0	0.0132976758617633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017408713060887	0	0	0	0
